SÉRGIO MORO FAZ TOCAIA PERFEITA;1;0
"""o Brasil na questão da economia é um avião que está indo bater na montanha""";0;1
E aí, vai ficar de fora?;1;1
exige.....;1;1
Livre denuncia provocações e ameaças do MBL;1;1
Piada esta no ar;0;1
mas parabens! parando o Brasil;1;1
Que cena emocionante, de uma sensibilidade tremenda.;1;0
Quando o Brasil vai parar com essa corrupção e votar no bolsonaro que é melhor pessoa pra ser presidente;1;0
Andreia Fake News Sadi fazendo questão de dizer que a Rodrimar é investigada na operação Skala e faz questão de faz…;0;1
Governo encontrou 390 peças roubadas por Lula e Dilma no Sindicato dos;0;0
Boulos e Lula: de bode expiatório à transparência do mal.;0;1
Está bem difícil com essa ditadura da toga.;0;1
Lula era um poço de ódio quando estava livre.;0;1
Na prisão, delírios vingativos povoam a mente do condenado;0;1
Além de todos os crimes.....;0;1
Gostei de um vídeo;1;0
lembram de Lula com saudade e emoção;1;0
Sakamoto critica o ter condecorado policial que reagiu a assalto contra terceiros e matou ladrão.;0;0
SÃO OPORTUNISTAS.;0;1
OUTRO DIA ERA CRIME BLOQUEAR RODOVIAS.;0;1
O lixo da história é o lugar reservado para Moro, Dallagnol e cia.;0;1
enquanto isso aqui é preciso movimentar o judiciário porque o cartório diz que a decisão do STF é “equivocada”;0;1
Ele só esqueceu de checar os dados falados pelo Boulos, pois boa parte era afirmação mentirosa ou sem base científica.;0;1
O condenado e agora preso Lula, deixou vídeos gravados para sua trupe;0;1
#Marina, o Brasil merece!!;1;0
Querem impedir a vontade do povo.;0;1
Crime na ditadura:;0;1
Os outros candidatos também só tem bosta;0;1
Marina Silva aquela marmota que parece que t…;0;1
Mentiroso consagrado.;0;1
Eu também não -nem que a vaca tussa!;0;1
Bom dia;1;0
Cansa demais...todos sabem q é mentira deslavada...;0;1
Temos alguns candidatos razoáveis e outros péssimos.;0;1
Mano você é negro e vai votar no bolsonaro kkk;0;1
não foram exterminados.;0;1
A direita odeia a democracia.;0;1
É muito mais grave.;0;1
Bolsonaro é leviano, superficial, naturaliza absurdos.;0;1
STF acovardado.;0;1
Glória a Deus;1;0
Um Filiado de Peso no Partido de Jair Bolsonaro:;1;0
"Lula mantém liderança;";1;0
sem petista, Bolsonaro fica em primeiro;1;0
É UM PRESIDIÁRIO, SEUS MERDAS!!;0;1
As lágrimas dessas p... nunca acaba?!?!;0;1
Que golpe?;1;1
“...encheu as burras, vai picar a mula.;0;1
Fala merda demais...;0;1
IRRITADA, JUÍZA RESPONSÁVEL POR LULA;0;1
Vamos em frente.;1;0
Estamos Juntos!;1;0
Precisamos de gente como tu Diza.;1;0
Mulher de luta, Conduta exemplar, compromisso c…;1;0
Lula ladrão roubou do povão.;0;1
Não somos deslumbrados.;0;1
Bacana, mas só para lembrar #;1;0
Caramba..;1;0
Semifinal de 1 acordei tremendo de nervosismo;0;1
será que esse povo tá apoiando os caminhoneiros pq ainda não reconhece o quanto foi burro de apoiar a queda da Dilma e tá com vergonha;0;1
Bandidagem unida jamais será vendida;0;1
Lula está implorando para sair da prisão.;0;0
SEM DÓ;0;0
Lula nunca mais, PT irá acabar.;0;1
Vai se tratar sua louca ??;0;1
Infeliz;0;1
PT tá passando vergonha com essa bagunça de Lula .;0;1
Absurdo!;0;1
Tamo junto, governador.;1;0
"Duplo equívoco """;0;1
"Brasil acima de tudo, Deus acima de todos"".";1;0
Fui surpreendido nesta tarde ao passar pelo meu carr…;0;1
Uma variedade, à escolha do idiota moral.;0;1
Lugar de Lula não é na urna, é na jaula!;0;1
BOLSONARO É UM MERDA;0;1
MINHA FILHA, MACHISTA, HOMOFÓBICO, RACISTA, FASCISTA, INTOLERANTE, E VOCÊ FICA;0;1
PRA FRENTE;1;0
E PRO ALTO, BOLSONARO!;1;0
Os decentes da nação brasileira acreditam na sua competência e patriotismo!!!;1;0
Quem acha que o ranço contra a Lava Jato é apenas por causa de Lula e cia, observem o caso de Luiz Carlos Cancellie…;0;1
Gostei de um vídeo;1;0
Evil é um Lixo??;0;1
Deu pena.;0;1
Boulos é água de salsichas!!;0;1
Estamos ferrados.;0;1
É isso.;0;0
Ciro diz que gostaria que Temer fosse candidato para ver repulsa do povo a 'g…;0;0
LOBO EM PELE DE CORDEIRO, _Nacional FORO DE SP, puxadinho do PT!;0;1
SER UM VIDEO TRISTE (INFÂNCIA DO LULA);0;0
Só não entregam este assassino por medo da reação deste verme.;0;1
Tô junto contigo joca...;1;0
Eu adoro uma boa pizza co…;1;0
Uma deusa;1;0
Estou tonta com a revelação da CIA e com a comparação do Bolsonaro.;0;1
Jair Bolsonaro RASGANDO;1;0
O Bolsonaro é mito porque ele não só fala o que a…;1;0
Idiota;0;1
Essa comparação é uma vergonha.;0;1
Marina e Ciro têm maior potencial de crescimento, aponta CNT/MDA -;1;0
Marina é a pessoa mais linda desse mundão e eu tenho como provar;1;0
Boulos e Lula: de bode expiatório à transparência do mal;0;1
Eu não voto no Bolsonaro e na mesma forma, jamais iria no teu show.;0;1
DILMA FAZENDO DISCÍPULOS;0;1
Sua hora vai chegar.;0;1
'Lula sairá da prisão para depor como testemunha de defesa de Sérgio Cabral' v…;0;0
Eu sou liberal e não tenho esse ódio pelo Bolsonaro, muito pelo contrário pois eu irei até votar nele pois…;0;0
COM ESSA PALHAÇADA;0;1
"Cadê as que se dizem ""feministas""!";0;1
A combustível está desse preço graças a vista grossa que o lula fez na roubalheira da Petrobrás.;0;1
Que absurdo !!;0;1
Isso é uma afronta, um deboche;0;1
Ladrão, ladrão, ladrão, ladrão, ladrão, ladrão, ladrão, ladrão, ladrão!;0;1
Cansados, revoltados, abandonados, moradores do Santa Cândida decidiram eles mesmos enfrentar os petistas acampados…;0;1
Lula presidente!!!!!!;1;0
meu senhor amado;0;1
Chora comunista, imoral defensora de criminosos e de corruptos.;0;1
Teu partido-quadrilha (PT) e teus bandid…;0;1
Que horror!;0;1
A escória da escória!;0;1
Isso sim dá uma sonolência danada.;0;1
e muito idiota esse Bolsonaro;0;1
Gilmar Lula Mendes vergonha do _oficial;0;1
eu amo a bela eu bolsonaro 2018;1;0
lixo tá de sacanagem,enquanto o Brasil dar audiência pra essa emissora,o Brasil não vã…;0;1
tá tudo dominado;1;0
Parabéns pro entrevistado!!;1;0
boulos foi o grande líder do movimento não vai ter copa;0;1
Errou ao apoiar Lula vai errar desta vez também.Mas só não erra quem não faz boa sorte Magno Malta;0;1
Para os oportunistas de plantão A situação dos combustíveis aconteceu pelos anos de represamento artificial dos…;0;1
Maioria da 2ª Turma do STF nega liberdade a Lula;0;1
O judiciário brasileiro está na lama com o STF com tudo;0;1
Em que momento vc achou que Joyce hasselmann ou alguém destes imbecis relacionados na thread me faz…;0;1
Geisel Bolsonaro e a servidão aos EUA Por Carlos Fernandes;0;1
A lei é para todos Azeredo preso a 1 km de sua casa e Lula a 430 km de São Bernardo· Por Kiko Nogueira…;0;1
Pra deixar bem claro que números diferentes devem ser pressionados na urna nas eleições de 2018;0;1
Deve ter uma galera de esquerda achando bem ridículas essas brincadeiras com o Dolly então é assim mesmo que nós…;0;1
O famoso cidadão de bem almejado pelo Bolsonaro;0;1
Deve essere faticoso per;0;1
Valeu a tentativa  Mas ainda assim voto no Bolsonaro;1;0
Guilherme Boulos que vai disputar a presidência pelo PSOL disse que a Venezuela é uma democracia e que o governo Ma…;0;1
Aposto com você que o Azeredo não fica na cadeia se apelarem para o STF o Gilmar solta;0;1
Ivete diz como o filho escolheu os nomes Marina e Helena para as gêmeas;1;0
Desonestidade de informação tem limites;0;1
Pode censurar a campanha do Bolsonaro Começou a muito tempo se a eleição fosse;1;0
Brasil Lula vai depor como testemunha de Sérgio Cabral;0;1
Vem cá rebater isso;0;1
Poderiam ter cancelado a Dilma no período militar Falharam;0;1
Para Gilmar Mendes prisão de Lula é assunto encerrado;0;1
René Dotti advogado da Petrobrás vai requerer que Lula devolva dinheiro roubado;0;1
Bom dia Marina Será que você poderia compartilhar conosco humildes eleitores brasileiros quais se…;1;0
Vc sabia que Moro é agente da CIA;0;1
ta fumado esse ai;0;1
corrupto safado Mofa na cadeia;0;1
Queria saber onde ta o povo que falava que a culpa era do PT A Dilma ja foi impeachmada o Lula ja foi preso e o pa…;0;1
PT partido dos trancafiados parabéns ao juíz Sérgio Moro e a operação lava jato;0;1
Alckmin pediu que inquérito fosse tirado de promotor diz MP paulista;0;1
trem bão e coisa boa mesmo e ta rolando desconto queria descola um sanduba mas nao entregam onde eu moro;1;0
Depois das recentes pesquisas eleitorais voltei a defender Marina como presidente;1;0
Vai votar em quem esse ano — Bolsonaro neles kkkk k.o eu voto nulo odeio política;0;1
Monge Marcelo Barros Meu encontro com Lula na prisão Desde que a justiça liberou visitas religiosas fui o;0;1
Expõe isso sim a ingovernabilidade do SOCIALISMO O Governo NÃO PODE CONTROLAR TU…;0;1
Pilha quer que os caminhoneiros se danem Quem mandou derrubar a Dilma;0;1
BOMBA Lula é TUCANO;0;1
o ministro Edson Fachin arquivou outro processo contra Raupp também a pedido da PGR em que ele era suspeito de…;0;1
Já eram p/estar atrás das grades;0;1
Finalmente algo sério;1;0
O Ciro é um grosso mal educado prepotente Deixeme com quem andas e te direi quem és;0;1
Absolutamente espantado com a clareza elegância e a precisão da análise Vale muito a pena a leitura;1;0
Só imaginando Dilma das pedaladas passando em revista a tropa dos caminhoneiros revoltados com o preço da gasoli…;0;1
Nem pra fazer coisas erradas esse povo tem competência;0;1
Urgente pesquisa da XP Investimentos/IPESPE crava Lula está em primeiro até em pesquisa encomendada pelo mercado;1;0
o Boulos tem o estilo estagiário na empresa lula de se vestir;0;1
URGENTE Juiz confronta Moro e pede que Lula seja solto ainda essa semana;0;1
Relator da Lava Jato no STJ rejeita mais um habeas corpus de Lula via;0;1
A prisão de Lula é uma nota de rodapé;0;1
Triplex atribuído a Lula encalha em novo leilão e escancara armação de Moro;0;1
Cadeia para estes petistas;0;1
Em carta à Gleisi Hoffmann Lula reafirma que é candidato;1;0
Bolsonaro bate Lula no segundo turno;1;0
covarde sem limites esse villa esquece o Bolsonaro bom é o alckim q pauta a tua língua;0;1
Fala galera eu tou bem triste Meu pai expressou intenção de voto veemente no Bolsonaro;0;1
Mas quem votou na Dilma votou no governo PT O atual governo não é o programa de governo do PT;0;1
Afinal quem é Ciro Gomes;0;1
Lula deixou vídeos gravados para campanha;0;0
Valor Econômico Análise Pesquisa CNT/MDA mostra sucesso da estratégia de Lula;0;0
Lula deu um importante sinal de que acha que não sairá tão cedo da cadeia;0;1
É isso aí povo Vamos nos mobilizar Chega de governos ladrões chega de fascismo chega de promessas Queremos HO…;0;1
Bolsonaro antes manifestação é coisa de vagabundo Bolsonaro agora eu apoio a E é ess…;0;1
Para os que dizem Bolsonaro 2018” não existe preconceito só os vitimistas”;0;1
Esse Noblat sente um tesão anal pelo Bolsonaro que é sem explicação;0;1
PT e PSDB não querem a continuação p motivos óbvios Sim É óbvia ;0;1
Eu continuo esperando os generais PGR e MPF se manifestarem em relação as manobras dos tucan…;0;1
quarta que vem no dia 30 tem palestra do Boulos e freixo lá na faefid quero todos lá ouvindo nosso futuro presidente obrigado amigos;1;0
Muniçao mais pesada contra o Bolsonaro ja que as fakenews ate agora nao surtiram o efeito desejado;1;0
Vigília Lula Livre cheia de militantes segue firme apesar dos ataques dos golpistas veja Viomundo O que você n…;1;0
Agentes da Polícia Federal lançam frente de précandidatos ao congresso e vetaram PT MDB PP Parte da PF mostra…;0;0
Polícia Federal responsabiliza Dilma por prejuízo da Petrobras com compra de Pasadena;0;1
Lembrei de seus discurso em defesa de Lula e sua Troupe;0;1
Mas a caravana que o Lula fazia pelo RS ANO PASSADO tava tranquilo pro MPF Aliás ele só parou pq foi…;1;0
Essa gente é doente não querem largar o osso;0;1
E o dinheiro vai pra conta do Lula ele é o dono não;0;0
Por causa desses acontecimentos caro Deputado q eu digo sempre se o povo não tomar o poder desses bandidos não t…;0;1
Homem que lançou Lula no sindicalismo abre o coração e revela a ingratidão do petista Para crescer em todos os c…;0;1
O sonho de Lula foi realizado;1;0
Por conta de sua folha corrida Lula na urna seria absurdo E se votassem nele seria pior a…;0;1
Manuela ultrapassa Bolsonaro e assume liderança em ranking de relevância no Twitter;1;0
Lula tem direito;1;0
Parabenizo o Governador de SP Márcio França pela homenagem a Cabo Kátia até que enfim algum reconhecimento por par…;1;0
Estão na fase do medo medo do que lula solto pode falar Cai a República;0;1
A culpa está lá atrás com Figueiredo anistiou todos Ao voltarem voltaram a roubar Agora voltamos a prender Emb…;0;1
Bolsonaro presidente 2018;1;0
pena que deixaram de fora o lula dilma dirceu etc;0;1
Bem lembrado Falar de Pitta é lembrar do caso Banestado conduzido por Moro e que não deu e…;0;1
Senadora Gleisi Hoffmann direto da Vigília Lula Livre via;1;0
Após ter recurso negado pela defesa de Lula decide recorrer aos;0;1
Falou o cidadão que rouba merenda e que esta sendo investigado;0;1
papai Lula;1;0
Em sabatina Alckmin erra ao falar das contas de sua campanha em 2014 Por;0;1
Canalha;0;1
Não existe prerrogativa de foro para ações de improbidade diz STF;0;0
na época lula/dilma a maioria dos caminhoneiros são PT foram iludidos prometeram não cumpriram Conse…;0;1
Espero que pelo menos a família do Azeredo fique indignada por ele servir de boidepiranha para dar ares de parc…;0;1
Temer É o Alckmin que está pedindo encontro comigo;0;1
Envolvida com as questões do PT e de Lula Gleisi Hoffmann pouco aparece no Senado Noticias Brasil Online;0;1
Era o que faltava uma ação cível ter foro por prerrogativa de função Isso sem falar que seria o rejulgamento da AD…;0;1
Se fosse uma ditadura comunista os revolucionários fariam o mesmo e eu daria apoio em ma…;0;0
Manuela A maior expressão do golpe é a prisão política de Lula;0;1
DILMA VINGADA;1;0
Dólar passa a atingir máximas após a divulgação da pesquisa CNT/MDA mostrando crescimento de Ciro Gomes Lula aind…;0;1
Cut e fup pedeu a moral;0;1
As pessoas confundem corrigir um filho palmada faz parte com espancamento;0;1
Tudo muito lindo no discurso né nos últimos anos como o povo conseguiu ser ouvido?Indo as ruas Direta…;0;1
Em árvore que não dá fruto ninguém joga pedra O Guilherme Bolos falou 4x a palavra Bolsonaro na boca em en…;0;0
queria ta assim com a esperança q eu gosto;0;0
Congrats to Nia Marina Eva and Lauren;0;0
Retratos do surrealismo brasileiro;0;0
Petrobras falida Financiamento com dinheiro público à ditaduras 60 Mil homicídios por ano 14 Milhões…;0;0
Tem uma galera aloprada na direita que se diz conservadora que anda escrevendo que não vai votar no Bolsonaro.…;0;0
eu moro aqui sim senhor eu sou daqui sim senhor mas EU N TE DEVO AONDE EU VO E NEM DESCULPAS;0;0
Tribuna do Sertão PT questiona no STF apreensão de CNH e passaporte para forçar pagamento de dívida;0;0
Oh the HUMANITY Actress Marina Sirtis takes GREAT offense to Nikki Haley defending Israel;0;0
Copa e eleições podem adiar cronograma de desligamento do sinal analógico diz Anatel;0;1
O contribuinte agradece Além de rever a quantidade de seguranças à disposição dos ministros e familiares o Supre…;1;0
Greve dos caminhoneiros gasolina cara brasil a fora Ta ótimo depois q tiraram a Dilma;0;1
NOVA PESQUISA O Preso Politico Luiz Inácio Lula da Silva LIDERA EM DOBRO TODOS OS INDICADORES.;0;1
Ta dificil de acabar com a corrupcao mas vamos acabar com a daninha;0;1
Bolsonaro rebate Alckmin Estou aguardando alguém da sua laia me chamar de corrupto;1;0
Cadê os batedores de panela Muitos disseram que o país iria melhorar depois da saída de…;0;1
RODA MORTA SEM AUGUSTO No Roda Viva Boulos confunde dados de habitação e superestima arrecadação.…;0;1
BRASILEIROS CHUTAM A BUNDA DE MORO via;0;1
A pesquisa divulgada hoje é avassaladora o judiciário brasileiro tá mais fedido que gambá mijado E mais o povo v…;0;1
Tem gente suspirando com o casamento do príncipe inglês desejando que o Brasil fosse uma monarquia Aí eu emendo e…;0;1
VOCÊ QUE É PATRIOTA VOCÊ É UM MERDA;0;1
E dizem lutar pelos pobres Aham;0;1
Acorda Cidadão Brasileiro essa greve tem justiça e tem chantagem é preciso ter discernimento de que não existe MÁ…;0;1
Vamos mobilizar e ir pras ruas Por Lula;1;0
Há muito tempo Dilma por exemplo só não teve tantos votos proporcionalmente n…;1;0
Deviam estar preocupados com o candidato que o vai u…;1;0
Em 1 mês Justiça dá 3 boas notícias a Geraldo Alckmin e traz alívio ao PSDB;1;0
Estão desenterrando que Geisel autorizou assasinatos faltou o Lula a Dilma e mais uma penca que pena;0;1
Eles diziam que era só tirar a Dilma Infelizmente a merda que os golpistas e paneleiros fizeram está preju…;0;1
Quem nunca matou um parlamentar por pensar diferente Muita gente de diferentes ideologias que não compactuam com a…;0;1
Esse projeto eu apoio;1;0
